Date and time,Channel Flow (Cumecs),Quality,Interpolation type,Remarks
,,,,Disclaimer
,,,,Use of the information and data contained within this file is at your sole risk.
,,,,"The data is telemetered data, which is transmitted and published by automatic processes."
,,,,"The data is unchecked and may not be accurate, current or complete and it may contain errors."
,,,,Hydro Tasmania:
,,,,"  . makes no representations, either expressed or implied, as to the accuracy of the information and data contained in this file"
,,,,  . accepts no liability however arising for any loss resulting from the use of the information and data in this file or reliance placed on it; and
,,,,"  . makes no representations, either expressed or implied, as to the suitability of the said information and data for any particular purpose."
,,,,
,,,,Copyright 2014 Hydro Electric Corporation.
,,,,No part of this data may be copied to third parties without the
,,,,specific written consent of Hydro Tasmania.
,,,,Time-series interpolation types
,,,,"  InstVal = Instantaneous Value, linear interpolation between observations. For example continuous watercourse level."
,,,,  PrecVal = Preceeding period average value. For example daily avergae flow for the 1st day of Jan 2012 would have timestamp 02/01/2012 00:00
,,,,  PrecMax = Preceding period maximum value. For example maximum weekly watercourse discharge
,,,,  PrecMin = Preceding period minimum value. For example daily minimum temperature
,,,,  PrecTot = Preceding period total value. For example daily total rainfall for the 1st day of Jan 2012 would have date stamp 02/01/2012 00:00
,,,,"  InstTot = Instantaneous total, total value that ocurred at an event"
,,,,"  NoJoin  = Discontinuous value, collection occurs infrequently and interpolation or integration not possible"
,,,,"  SuccVal = Succeeding period Value, value holds until changed"
,,,,  PrecDir = Preceding period directional value.  For example wind direction
,,,,site = LAKE RIVER BELOW WOODS LAKE DAM
,,,,location = 20M D/S WOODS DAM
23-05-2011 00:00,0.001,unverified data,PrecVal,
24-05-2011 00:00,0.001,unverified data,PrecVal,
25-05-2011 00:00,0.001,unverified data,PrecVal,
26-05-2011 00:00,0.001,unverified data,PrecVal,
27-05-2011 00:00,0.001,unverified data,PrecVal,
28-05-2011 00:00,0.001,unverified data,PrecVal,
29-05-2011 00:00,0.001,unverified data,PrecVal,
30-05-2011 00:00,0.001,unverified data,PrecVal,
31-05-2011 00:00,0.001,unverified data,PrecVal,
01-06-2011 00:00,0.001,unverified data,PrecVal,
02-06-2011 00:00,0.001,unverified data,PrecVal,
03-06-2011 00:00,0.001,unverified data,PrecVal,
04-06-2011 00:00,0.001,unverified data,PrecVal,
05-06-2011 00:00,0.001,unverified data,PrecVal,
06-06-2011 00:00,0.001,unverified data,PrecVal,
07-06-2011 00:00,0.001,unverified data,PrecVal,
08-06-2011 00:00,0.001,unverified data,PrecVal,
09-06-2011 00:00,0.015,unverified data,PrecVal,
10-06-2011 00:00,0.014,unverified data,PrecVal,
11-06-2011 00:00,0.014,unverified data,PrecVal,
12-06-2011 00:00,0.007,unverified data,PrecVal,
13-06-2011 00:00,0.003,unverified data,PrecVal,
14-06-2011 00:00,0.003,unverified data,PrecVal,
15-06-2011 00:00,0.003,unverified data,PrecVal,
16-06-2011 00:00,0.006,unverified data,PrecVal,
17-06-2011 00:00,0.031,unverified data,PrecVal,
18-06-2011 00:00,0.188,unverified data,PrecVal,
19-06-2011 00:00,0.307,unverified data,PrecVal,
20-06-2011 00:00,0.176,unverified data,PrecVal,
21-06-2011 00:00,0.233,unverified data,PrecVal,
22-06-2011 00:00,0.528,unverified data,PrecVal,
23-06-2011 00:00,0.679,unverified data,PrecVal,
24-06-2011 00:00,0.89,unverified data,PrecVal,
25-06-2011 00:00,0.97,unverified data,PrecVal,
26-06-2011 00:00,0.882,unverified data,PrecVal,
27-06-2011 00:00,0.97,unverified data,PrecVal,
28-06-2011 00:00,1.054,unverified data,PrecVal,
29-06-2011 00:00,0.92,unverified data,PrecVal,
30-06-2011 00:00,0.898,unverified data,PrecVal,
01-07-2011 00:00,0.907,unverified data,PrecVal,
02-07-2011 00:00,0.892,unverified data,PrecVal,
03-07-2011 00:00,0.872,unverified data,PrecVal,
04-07-2011 00:00,0.852,unverified data,PrecVal,
05-07-2011 00:00,0.918,unverified data,PrecVal,
06-07-2011 00:00,1.587,unverified data,PrecVal,
07-07-2011 00:00,1.409,unverified data,PrecVal,
08-07-2011 00:00,1.531,unverified data,PrecVal,
09-07-2011 00:00,1.607,unverified data,PrecVal,
10-07-2011 00:00,1.749,unverified data,PrecVal,
11-07-2011 00:00,1.851,unverified data,PrecVal,
12-07-2011 00:00,2.097,unverified data,PrecVal,
13-07-2011 00:00,1.905,unverified data,PrecVal,
14-07-2011 00:00,1.948,unverified data,PrecVal,
15-07-2011 00:00,1.789,unverified data,PrecVal,
16-07-2011 00:00,1.631,unverified data,PrecVal,
17-07-2011 00:00,1.612,unverified data,PrecVal,
18-07-2011 00:00,1.595,unverified data,PrecVal,
19-07-2011 00:00,1.587,unverified data,PrecVal,
20-07-2011 00:00,1.635,unverified data,PrecVal,
21-07-2011 00:00,1.608,unverified data,PrecVal,
22-07-2011 00:00,1.597,unverified data,PrecVal,
23-07-2011 00:00,1.587,unverified data,PrecVal,
24-07-2011 00:00,1.567,unverified data,PrecVal,
25-07-2011 00:00,1.528,unverified data,PrecVal,
26-07-2011 00:00,1.487,unverified data,PrecVal,
27-07-2011 00:00,1.494,unverified data,PrecVal,
28-07-2011 00:00,1.441,unverified data,PrecVal,
29-07-2011 00:00,1.355,unverified data,PrecVal,
30-07-2011 00:00,1.26,unverified data,PrecVal,
31-07-2011 00:00,1.209,unverified data,PrecVal,
01-08-2011 00:00,1.179,unverified data,PrecVal,
02-08-2011 00:00,1.142,unverified data,PrecVal,
03-08-2011 00:00,1.096,unverified data,PrecVal,
04-08-2011 00:00,1.144,unverified data,PrecVal,
05-08-2011 00:00,1.098,unverified data,PrecVal,
06-08-2011 00:00,1.087,unverified data,PrecVal,
07-08-2011 00:00,1.062,unverified data,PrecVal,
08-08-2011 00:00,1.06,unverified data,PrecVal,
09-08-2011 00:00,1.367,unverified data,PrecVal,
10-08-2011 00:00,1.957,unverified data,PrecVal,
11-08-2011 00:00,2.303,unverified data,PrecVal,
12-08-2011 00:00,2.454,unverified data,PrecVal,
13-08-2011 00:00,2.466,unverified data,PrecVal,
14-08-2011 00:00,2.429,unverified data,PrecVal,
15-08-2011 00:00,2.384,unverified data,PrecVal,
16-08-2011 00:00,2.342,unverified data,PrecVal,
17-08-2011 00:00,2.424,unverified data,PrecVal,
18-08-2011 00:00,2.499,unverified data,PrecVal,
19-08-2011 00:00,3.4,unverified data,PrecVal,
20-08-2011 00:00,4.205,unverified data,PrecVal,
21-08-2011 00:00,4.384,unverified data,PrecVal,
22-08-2011 00:00,4.298,unverified data,PrecVal,
23-08-2011 00:00,4.1,unverified data,PrecVal,
24-08-2011 00:00,3.934,unverified data,PrecVal,
25-08-2011 00:00,3.731,unverified data,PrecVal,
26-08-2011 00:00,3.649,unverified data,PrecVal,
27-08-2011 00:00,3.41,unverified data,PrecVal,
28-08-2011 00:00,3.176,unverified data,PrecVal,
29-08-2011 00:00,2.964,unverified data,PrecVal,
30-08-2011 00:00,3.072,unverified data,PrecVal,
31-08-2011 00:00,2.858,unverified data,PrecVal,
01-09-2011 00:00,2.605,unverified data,PrecVal,
02-09-2011 00:00,2.398,unverified data,PrecVal,
03-09-2011 00:00,2.031,unverified data,PrecVal,
04-09-2011 00:00,1.887,unverified data,PrecVal,
05-09-2011 00:00,1.802,unverified data,PrecVal,
06-09-2011 00:00,1.682,unverified data,PrecVal,
07-09-2011 00:00,1.653,unverified data,PrecVal,
08-09-2011 00:00,1.696,unverified data,PrecVal,
09-09-2011 00:00,1.509,unverified data,PrecVal,
10-09-2011 00:00,1.55,unverified data,PrecVal,
11-09-2011 00:00,1.432,unverified data,PrecVal,
12-09-2011 00:00,1.231,unverified data,PrecVal,
13-09-2011 00:00,1.084,unverified data,PrecVal,
14-09-2011 00:00,0.954,unverified data,PrecVal,
15-09-2011 00:00,1.176,unverified data,PrecVal,
16-09-2011 00:00,1.175,unverified data,PrecVal,
17-09-2011 00:00,1.335,unverified data,PrecVal,
18-09-2011 00:00,1.164,unverified data,PrecVal,
19-09-2011 00:00,1.3,unverified data,PrecVal,
20-09-2011 00:00,1.239,unverified data,PrecVal,
21-09-2011 00:00,1.483,unverified data,PrecVal,
22-09-2011 00:00,1.418,unverified data,PrecVal,
23-09-2011 00:00,1.144,unverified data,PrecVal,
24-09-2011 00:00,1.605,unverified data,PrecVal,
25-09-2011 00:00,1.123,unverified data,PrecVal,
26-09-2011 00:00,0.99,unverified data,PrecVal,
27-09-2011 00:00,0.915,unverified data,PrecVal,
28-09-2011 00:00,0.842,unverified data,PrecVal,
29-09-2011 00:00,0.774,unverified data,PrecVal,
30-09-2011 00:00,0.87,unverified data,PrecVal,
01-10-2011 00:00,0.97,unverified data,PrecVal,
02-10-2011 00:00,0.754,unverified data,PrecVal,
03-10-2011 00:00,0.672,unverified data,PrecVal,
04-10-2011 00:00,0.618,unverified data,PrecVal,
05-10-2011 00:00,0.572,unverified data,PrecVal,
06-10-2011 00:00,0.533,unverified data,PrecVal,
07-10-2011 00:00,0.523,unverified data,PrecVal,
08-10-2011 00:00,0.535,unverified data,PrecVal,
09-10-2011 00:00,0.508,unverified data,PrecVal,
10-10-2011 00:00,0.616,unverified data,PrecVal,
11-10-2011 00:00,0.549,unverified data,PrecVal,
12-10-2011 00:00,0.704,unverified data,PrecVal,
13-10-2011 00:00,0.506,unverified data,PrecVal,
14-10-2011 00:00,0.337,unverified data,PrecVal,
15-10-2011 00:00,0.31,unverified data,PrecVal,
16-10-2011 00:00,0.387,unverified data,PrecVal,
17-10-2011 00:00,0.57,unverified data,PrecVal,
18-10-2011 00:00,0.479,unverified data,PrecVal,
19-10-2011 00:00,0.298,unverified data,PrecVal,
20-10-2011 00:00,0.289,unverified data,PrecVal,
21-10-2011 00:00,0.306,unverified data,PrecVal,
22-10-2011 00:00,0.276,unverified data,PrecVal,
23-10-2011 00:00,0.255,unverified data,PrecVal,
24-10-2011 00:00,0.236,unverified data,PrecVal,
25-10-2011 00:00,0.277,unverified data,PrecVal,
26-10-2011 00:00,0.299,unverified data,PrecVal,
27-10-2011 00:00,0.209,unverified data,PrecVal,
28-10-2011 00:00,0.177,unverified data,PrecVal,
29-10-2011 00:00,0.182,unverified data,PrecVal,
30-10-2011 00:00,0.188,unverified data,PrecVal,
31-10-2011 00:00,0.261,unverified data,PrecVal,
01-11-2011 00:00,0.254,unverified data,PrecVal,
02-11-2011 00:00,0.304,unverified data,PrecVal,
03-11-2011 00:00,0.367,unverified data,PrecVal,
04-11-2011 00:00,0.319,unverified data,PrecVal,
05-11-2011 00:00,0.118,unverified data,PrecVal,
06-11-2011 00:00,0.078,unverified data,PrecVal,
07-11-2011 00:00,0.115,unverified data,PrecVal,
08-11-2011 00:00,0.064,unverified data,PrecVal,
09-11-2011 00:00,0.064,unverified data,PrecVal,
10-11-2011 00:00,0.065,unverified data,PrecVal,
11-11-2011 00:00,0.296,unverified data,PrecVal,
12-11-2011 00:00,0.105,unverified data,PrecVal,
13-11-2011 00:00,0.107,unverified data,PrecVal,
14-11-2011 00:00,0.02,unverified data,PrecVal,
15-11-2011 00:00,0.168,unverified data,PrecVal,
16-11-2011 00:00,0.094,unverified data,PrecVal,
17-11-2011 00:00,0.199,unverified data,PrecVal,
18-11-2011 00:00,0.012,unverified data,PrecVal,
19-11-2011 00:00,0.003,unverified data,PrecVal,
20-11-2011 00:00,0.035,unverified data,PrecVal,
21-11-2011 00:00,0.118,unverified data,PrecVal,
22-11-2011 00:00,0.125,unverified data,PrecVal,
23-11-2011 00:00,0.149,unverified data,PrecVal,
24-11-2011 00:00,0.065,unverified data,PrecVal,
25-11-2011 00:00,0.001,unverified data,PrecVal,
26-11-2011 00:00,0.001,unverified data,PrecVal,
27-11-2011 00:00,0.001,unverified data,PrecVal,
28-11-2011 00:00,0.113,unverified data,PrecVal,
29-11-2011 00:00,0.001,unverified data,PrecVal,
30-11-2011 00:00,0.002,unverified data,PrecVal,
01-12-2011 00:00,0.215,unverified data,PrecVal,
02-12-2011 00:00,0.312,unverified data,PrecVal,
03-12-2011 00:00,0.212,unverified data,PrecVal,
04-12-2011 00:00,0.335,unverified data,PrecVal,
05-12-2011 00:00,0.235,unverified data,PrecVal,
06-12-2011 00:00,0.21,unverified data,PrecVal,
07-12-2011 00:00,0.205,unverified data,PrecVal,
08-12-2011 00:00,0.205,unverified data,PrecVal,
09-12-2011 00:00,0.204,unverified data,PrecVal,
10-12-2011 00:00,0.204,unverified data,PrecVal,
11-12-2011 00:00,0.205,unverified data,PrecVal,
12-12-2011 00:00,0.252,unverified data,PrecVal,
13-12-2011 00:00,0.216,unverified data,PrecVal,
14-12-2011 00:00,0.22,unverified data,PrecVal,
15-12-2011 00:00,0.212,unverified data,PrecVal,
16-12-2011 00:00,0.207,unverified data,PrecVal,
17-12-2011 00:00,0.209,unverified data,PrecVal,
18-12-2011 00:00,0.208,unverified data,PrecVal,
19-12-2011 00:00,0.209,unverified data,PrecVal,
20-12-2011 00:00,0.54,unverified data,PrecVal,
21-12-2011 00:00,0.845,unverified data,PrecVal,
22-12-2011 00:00,0.823,unverified data,PrecVal,
23-12-2011 00:00,0.821,unverified data,PrecVal,
24-12-2011 00:00,0.822,unverified data,PrecVal,
25-12-2011 00:00,0.827,unverified data,PrecVal,
26-12-2011 00:00,0.833,unverified data,PrecVal,
27-12-2011 00:00,0.858,unverified data,PrecVal,
28-12-2011 00:00,0.841,unverified data,PrecVal,
29-12-2011 00:00,0.83,unverified data,PrecVal,
30-12-2011 00:00,0.826,unverified data,PrecVal,
31-12-2011 00:00,0.826,unverified data,PrecVal,
01-01-2012 00:00,0.823,unverified data,PrecVal,
02-01-2012 00:00,0.819,unverified data,PrecVal,
03-01-2012 00:00,0.821,unverified data,PrecVal,
04-01-2012 00:00,0.819,unverified data,PrecVal,
05-01-2012 00:00,0.879,unverified data,PrecVal,
06-01-2012 00:00,0.81,unverified data,PrecVal,
07-01-2012 00:00,0.802,unverified data,PrecVal,
08-01-2012 00:00,0.801,unverified data,PrecVal,
09-01-2012 00:00,0.802,unverified data,PrecVal,
10-01-2012 00:00,0.807,unverified data,PrecVal,
11-01-2012 00:00,0.8,unverified data,PrecVal,
12-01-2012 00:00,0.787,unverified data,PrecVal,
13-01-2012 00:00,0.783,unverified data,PrecVal,
14-01-2012 00:00,0.783,unverified data,PrecVal,
15-01-2012 00:00,0.776,unverified data,PrecVal,
16-01-2012 00:00,0.766,unverified data,PrecVal,
17-01-2012 00:00,0.761,unverified data,PrecVal,
18-01-2012 00:00,0.763,unverified data,PrecVal,
19-01-2012 00:00,0.762,unverified data,PrecVal,
20-01-2012 00:00,0.757,unverified data,PrecVal,
21-01-2012 00:00,0.756,unverified data,PrecVal,
22-01-2012 00:00,0.751,unverified data,PrecVal,
23-01-2012 00:00,0.749,unverified data,PrecVal,
24-01-2012 00:00,0.749,unverified data,PrecVal,
25-01-2012 00:00,0.748,unverified data,PrecVal,
26-01-2012 00:00,0.747,unverified data,PrecVal,
27-01-2012 00:00,0.746,unverified data,PrecVal,
28-01-2012 00:00,0.743,unverified data,PrecVal,
29-01-2012 00:00,0.743,unverified data,PrecVal,
30-01-2012 00:00,0.745,unverified data,PrecVal,
31-01-2012 00:00,0.748,unverified data,PrecVal,
01-02-2012 00:00,0.754,unverified data,PrecVal,
02-02-2012 00:00,0.759,unverified data,PrecVal,
03-02-2012 00:00,0.761,unverified data,PrecVal,
04-02-2012 00:00,0.757,unverified data,PrecVal,
05-02-2012 00:00,0.755,unverified data,PrecVal,
06-02-2012 00:00,0.756,unverified data,PrecVal,
07-02-2012 00:00,0.763,unverified data,PrecVal,
08-02-2012 00:00,0.757,unverified data,PrecVal,
09-02-2012 00:00,0.751,unverified data,PrecVal,
10-02-2012 00:00,0.751,unverified data,PrecVal,
11-02-2012 00:00,0.749,unverified data,PrecVal,
12-02-2012 00:00,0.744,unverified data,PrecVal,
13-02-2012 00:00,0.74,unverified data,PrecVal,
14-02-2012 00:00,0.734,unverified data,PrecVal,
15-02-2012 00:00,0.735,unverified data,PrecVal,
16-02-2012 00:00,0.735,unverified data,PrecVal,
17-02-2012 00:00,0.729,unverified data,PrecVal,
18-02-2012 00:00,0.731,unverified data,PrecVal,
19-02-2012 00:00,0.732,unverified data,PrecVal,
20-02-2012 00:00,0.732,unverified data,PrecVal,
21-02-2012 00:00,0.727,unverified data,PrecVal,
22-02-2012 00:00,0.721,unverified data,PrecVal,
23-02-2012 00:00,0.718,unverified data,PrecVal,
24-02-2012 00:00,0.722,unverified data,PrecVal,
25-02-2012 00:00,0.716,unverified data,PrecVal,
26-02-2012 00:00,0.704,unverified data,PrecVal,
27-02-2012 00:00,0.705,unverified data,PrecVal,
28-02-2012 00:00,0.707,unverified data,PrecVal,
29-02-2012 00:00,0.705,unverified data,PrecVal,
01-03-2012 00:00,0.697,unverified data,PrecVal,
02-03-2012 00:00,0.7,unverified data,PrecVal,
03-03-2012 00:00,0.699,unverified data,PrecVal,
04-03-2012 00:00,0.7,unverified data,PrecVal,
05-03-2012 00:00,0.7,unverified data,PrecVal,
06-03-2012 00:00,0.7,unverified data,PrecVal,
07-03-2012 00:00,0.734,unverified data,PrecVal,
08-03-2012 00:00,0.762,unverified data,PrecVal,
09-03-2012 00:00,0.558,unverified data,PrecVal,
10-03-2012 00:00,0.445,unverified data,PrecVal,
11-03-2012 00:00,0.441,unverified data,PrecVal,
12-03-2012 00:00,0.439,unverified data,PrecVal,
13-03-2012 00:00,0.438,unverified data,PrecVal,
14-03-2012 00:00,0.437,unverified data,PrecVal,
15-03-2012 00:00,0.437,unverified data,PrecVal,
16-03-2012 00:00,0.439,unverified data,PrecVal,
17-03-2012 00:00,0.439,unverified data,PrecVal,
18-03-2012 00:00,0.434,unverified data,PrecVal,
19-03-2012 00:00,0.431,unverified data,PrecVal,
20-03-2012 00:00,0.431,unverified data,PrecVal,
21-03-2012 00:00,0.434,unverified data,PrecVal,
22-03-2012 00:00,0.435,unverified data,PrecVal,
23-03-2012 00:00,0.43,unverified data,PrecVal,
24-03-2012 00:00,0.429,unverified data,PrecVal,
25-03-2012 00:00,0.417,unverified data,PrecVal,
26-03-2012 00:00,0.409,unverified data,PrecVal,
27-03-2012 00:00,0.409,unverified data,PrecVal,
28-03-2012 00:00,0.408,unverified data,PrecVal,
29-03-2012 00:00,0.41,unverified data,PrecVal,
30-03-2012 00:00,0.408,unverified data,PrecVal,
31-03-2012 00:00,0.407,unverified data,PrecVal,
01-04-2012 00:00,0.407,unverified data,PrecVal,
02-04-2012 00:00,0.405,unverified data,PrecVal,
03-04-2012 00:00,0.403,unverified data,PrecVal,
04-04-2012 00:00,0.407,unverified data,PrecVal,
05-04-2012 00:00,0.408,unverified data,PrecVal,
06-04-2012 00:00,0.409,unverified data,PrecVal,
07-04-2012 00:00,0.412,unverified data,PrecVal,
08-04-2012 00:00,0.343,unverified data,PrecVal,
09-04-2012 00:00,0.316,unverified data,PrecVal,
10-04-2012 00:00,0.301,unverified data,PrecVal,
11-04-2012 00:00,0.298,unverified data,PrecVal,
12-04-2012 00:00,0.292,unverified data,PrecVal,
13-04-2012 00:00,0.287,unverified data,PrecVal,
14-04-2012 00:00,0.219,unverified data,PrecVal,
15-04-2012 00:00,0.139,unverified data,PrecVal,
16-04-2012 00:00,0.136,unverified data,PrecVal,
17-04-2012 00:00,0.136,unverified data,PrecVal,
18-04-2012 00:00,0.136,unverified data,PrecVal,
19-04-2012 00:00,0.136,unverified data,PrecVal,
20-04-2012 00:00,0.136,unverified data,PrecVal,
21-04-2012 00:00,0.136,unverified data,PrecVal,
22-04-2012 00:00,0.136,unverified data,PrecVal,
23-04-2012 00:00,0.136,unverified data,PrecVal,
24-04-2012 00:00,0.136,unverified data,PrecVal,
25-04-2012 00:00,0.136,unverified data,PrecVal,
26-04-2012 00:00,0.134,unverified data,PrecVal,
27-04-2012 00:00,0.13,unverified data,PrecVal,
28-04-2012 00:00,0.127,unverified data,PrecVal,
29-04-2012 00:00,0.117,unverified data,PrecVal,
30-04-2012 00:00,0.099,unverified data,PrecVal,
01-05-2012 00:00,0.098,unverified data,PrecVal,
02-05-2012 00:00,0.096,unverified data,PrecVal,
03-05-2012 00:00,0.034,unverified data,PrecVal,
04-05-2012 00:00,0.001,unverified data,PrecVal,
05-05-2012 00:00,0.001,unverified data,PrecVal,
06-05-2012 00:00,0.001,unverified data,PrecVal,
07-05-2012 00:00,0.001,unverified data,PrecVal,
08-05-2012 00:00,0.001,unverified data,PrecVal,
09-05-2012 00:00,0.001,unverified data,PrecVal,
10-05-2012 00:00,0.001,unverified data,PrecVal,
11-05-2012 00:00,0.001,unverified data,PrecVal,
12-05-2012 00:00,0.001,unverified data,PrecVal,
13-05-2012 00:00,0.001,unverified data,PrecVal,
14-05-2012 00:00,0.001,unverified data,PrecVal,
15-05-2012 00:00,0.001,unverified data,PrecVal,
16-05-2012 00:00,0.001,unverified data,PrecVal,
17-05-2012 00:00,0.001,unverified data,PrecVal,
18-05-2012 00:00,0.001,unverified data,PrecVal,
19-05-2012 00:00,0.001,unverified data,PrecVal,
20-05-2012 00:00,0.001,unverified data,PrecVal,
21-05-2012 00:00,0.001,unverified data,PrecVal,
22-05-2012 00:00,0.001,unverified data,PrecVal,
23-05-2012 00:00,0.001,unverified data,PrecVal,
24-05-2012 00:00,0.001,unverified data,PrecVal,
25-05-2012 00:00,0.001,unverified data,PrecVal,
26-05-2012 00:00,0.002,unverified data,PrecVal,
27-05-2012 00:00,0.002,unverified data,PrecVal,
28-05-2012 00:00,0.002,unverified data,PrecVal,
29-05-2012 00:00,0.003,unverified data,PrecVal,
30-05-2012 00:00,0.003,unverified data,PrecVal,
31-05-2012 00:00,0.003,unverified data,PrecVal,
01-06-2012 00:00,0.003,unverified data,PrecVal,
02-06-2012 00:00,0.003,unverified data,PrecVal,
03-06-2012 00:00,0.003,unverified data,PrecVal,
04-06-2012 00:00,0.003,unverified data,PrecVal,
05-06-2012 00:00,0.003,unverified data,PrecVal,
06-06-2012 00:00,0.003,unverified data,PrecVal,
07-06-2012 00:00,0.003,unverified data,PrecVal,
08-06-2012 00:00,0.003,unverified data,PrecVal,
09-06-2012 00:00,0.003,unverified data,PrecVal,
10-06-2012 00:00,0.003,unverified data,PrecVal,
11-06-2012 00:00,0.002,unverified data,PrecVal,
12-06-2012 00:00,0.002,unverified data,PrecVal,
13-06-2012 00:00,0.002,unverified data,PrecVal,
14-06-2012 00:00,0.002,unverified data,PrecVal,
15-06-2012 00:00,0.002,unverified data,PrecVal,
16-06-2012 00:00,0.003,unverified data,PrecVal,
17-06-2012 00:00,0.003,unverified data,PrecVal,
18-06-2012 00:00,0.003,unverified data,PrecVal,
19-06-2012 00:00,0.004,unverified data,PrecVal,
20-06-2012 00:00,0.004,unverified data,PrecVal,
21-06-2012 00:00,0.004,unverified data,PrecVal,
22-06-2012 00:00,0.004,unverified data,PrecVal,
23-06-2012 00:00,0.004,unverified data,PrecVal,
24-06-2012 00:00,0.003,unverified data,PrecVal,
25-06-2012 00:00,0.004,unverified data,PrecVal,
26-06-2012 00:00,0.004,unverified data,PrecVal,
27-06-2012 00:00,0.004,unverified data,PrecVal,
28-06-2012 00:00,0.003,unverified data,PrecVal,
29-06-2012 00:00,0.003,unverified data,PrecVal,
30-06-2012 00:00,0.004,unverified data,PrecVal,
01-07-2012 00:00,0.005,unverified data,PrecVal,
02-07-2012 00:00,0.005,unverified data,PrecVal,
03-07-2012 00:00,0.005,unverified data,PrecVal,
04-07-2012 00:00,0.004,unverified data,PrecVal,
05-07-2012 00:00,0.004,unverified data,PrecVal,
06-07-2012 00:00,0.004,unverified data,PrecVal,
07-07-2012 00:00,0.004,unverified data,PrecVal,
08-07-2012 00:00,0.004,unverified data,PrecVal,
09-07-2012 00:00,0.004,unverified data,PrecVal,
10-07-2012 00:00,0.004,unverified data,PrecVal,
11-07-2012 00:00,0.003,unverified data,PrecVal,
12-07-2012 00:00,0.003,unverified data,PrecVal,
13-07-2012 00:00,0.003,unverified data,PrecVal,
14-07-2012 00:00,0.003,unverified data,PrecVal,
15-07-2012 00:00,0.003,unverified data,PrecVal,
16-07-2012 00:00,0.003,unverified data,PrecVal,
17-07-2012 00:00,0.003,unverified data,PrecVal,
18-07-2012 00:00,0.003,unverified data,PrecVal,
19-07-2012 00:00,0.003,unverified data,PrecVal,
20-07-2012 00:00,0.003,unverified data,PrecVal,
21-07-2012 00:00,0.002,unverified data,PrecVal,
22-07-2012 00:00,0.002,unverified data,PrecVal,
23-07-2012 00:00,0.002,unverified data,PrecVal,
24-07-2012 00:00,0.002,unverified data,PrecVal,
25-07-2012 00:00,0.002,unverified data,PrecVal,
26-07-2012 00:00,0.002,unverified data,PrecVal,
27-07-2012 00:00,0.002,unverified data,PrecVal,
28-07-2012 00:00,0.002,unverified data,PrecVal,
29-07-2012 00:00,0.002,unverified data,PrecVal,
30-07-2012 00:00,0.002,unverified data,PrecVal,
31-07-2012 00:00,0.002,unverified data,PrecVal,
01-08-2012 00:00,0.001,unverified data,PrecVal,
02-08-2012 00:00,0.001,unverified data,PrecVal,
03-08-2012 00:00,0.001,unverified data,PrecVal,
04-08-2012 00:00,0.001,unverified data,PrecVal,
05-08-2012 00:00,0.001,unverified data,PrecVal,
06-08-2012 00:00,0.001,unverified data,PrecVal,
07-08-2012 00:00,0.006,unverified data,PrecVal,
08-08-2012 00:00,0.002,unverified data,PrecVal,
09-08-2012 00:00,0.002,unverified data,PrecVal,
10-08-2012 00:00,0.003,unverified data,PrecVal,
11-08-2012 00:00,0.002,unverified data,PrecVal,
12-08-2012 00:00,0.002,unverified data,PrecVal,
13-08-2012 00:00,0.002,unverified data,PrecVal,
14-08-2012 00:00,0.002,unverified data,PrecVal,
15-08-2012 00:00,0.003,unverified data,PrecVal,
16-08-2012 00:00,0.003,unverified data,PrecVal,
17-08-2012 00:00,0.003,unverified data,PrecVal,
18-08-2012 00:00,0.003,unverified data,PrecVal,
19-08-2012 00:00,0.003,unverified data,PrecVal,
20-08-2012 00:00,0.003,unverified data,PrecVal,
21-08-2012 00:00,0.003,unverified data,PrecVal,
22-08-2012 00:00,0.003,unverified data,PrecVal,
23-08-2012 00:00,0.004,unverified data,PrecVal,
24-08-2012 00:00,0.004,unverified data,PrecVal,
25-08-2012 00:00,0.004,unverified data,PrecVal,
26-08-2012 00:00,0.007,unverified data,PrecVal,
27-08-2012 00:00,0.019,unverified data,PrecVal,
28-08-2012 00:00,0.005,unverified data,PrecVal,
29-08-2012 00:00,0.005,unverified data,PrecVal,
30-08-2012 00:00,0.005,unverified data,PrecVal,
31-08-2012 00:00,0.007,unverified data,PrecVal,
01-09-2012 00:00,0.015,unverified data,PrecVal,
02-09-2012 00:00,0.005,unverified data,PrecVal,
03-09-2012 00:00,0.005,unverified data,PrecVal,
04-09-2012 00:00,0.007,unverified data,PrecVal,
05-09-2012 00:00,0.007,unverified data,PrecVal,
06-09-2012 00:00,0.007,unverified data,PrecVal,
07-09-2012 00:00,0.029,unverified data,PrecVal,
08-09-2012 00:00,0.084,unverified data,PrecVal,
09-09-2012 00:00,0.233,unverified data,PrecVal,
10-09-2012 00:00,0.066,unverified data,PrecVal,
11-09-2012 00:00,0.011,unverified data,PrecVal,
12-09-2012 00:00,0.005,unverified data,PrecVal,
13-09-2012 00:00,0.006,unverified data,PrecVal,
14-09-2012 00:00,0.029,unverified data,PrecVal,
15-09-2012 00:00,0.046,unverified data,PrecVal,
16-09-2012 00:00,0.005,unverified data,PrecVal,
17-09-2012 00:00,0.007,unverified data,PrecVal,
18-09-2012 00:00,0.005,unverified data,PrecVal,
19-09-2012 00:00,0.005,unverified data,PrecVal,
20-09-2012 00:00,0.004,unverified data,PrecVal,
21-09-2012 00:00,0.004,unverified data,PrecVal,
22-09-2012 00:00,0.017,unverified data,PrecVal,
