Date and time,Dissolved Oxygen (DO %) (Percent Saturation),Quality,Interpolation type,Remarks
,,,,Disclaimer
,,,,Use of the information and data contained within this file is at your sole risk.
,,,,"The data is telemetered data, which is transmitted and published by automatic processes."
,,,,"The data is unchecked and may not be accurate, current or complete and it may contain errors."
,,,,Hydro Tasmania:
,,,,"  . makes no representations, either expressed or implied, as to the accuracy of the information and data contained in this file"
,,,,  . accepts no liability however arising for any loss resulting from the use of the information and data in this file or reliance placed on it; and
,,,,"  . makes no representations, either expressed or implied, as to the suitability of the said information and data for any particular purpose."
,,,,
,,,,Copyright 2014 Hydro Electric Corporation.
,,,,No part of this data may be copied to third parties without the
,,,,specific written consent of Hydro Tasmania.
,,,,Time-series interpolation types
,,,,"  InstVal = Instantaneous Value, linear interpolation between observations. For example continuous watercourse level."
,,,,  PrecVal = Preceeding period average value. For example daily avergae flow for the 1st day of Jan 2012 would have timestamp 02/01/2012 00:00
,,,,  PrecMax = Preceding period maximum value. For example maximum weekly watercourse discharge
,,,,  PrecMin = Preceding period minimum value. For example daily minimum temperature
,,,,  PrecTot = Preceding period total value. For example daily total rainfall for the 1st day of Jan 2012 would have date stamp 02/01/2012 00:00
,,,,"  InstTot = Instantaneous total, total value that ocurred at an event"
,,,,"  NoJoin  = Discontinuous value, collection occurs infrequently and interpolation or integration not possible"
,,,,"  SuccVal = Succeeding period Value, value holds until changed"
,,,,  PrecDir = Preceding period directional value.  For example wind direction
,,,,site = WOODS LAKE
,,,,location = WHMS W1 - IFC W1
,,,,latitude =  -42:04:52.1
,,,,longitude =  146:59:07.8
,,,,Property = Dissolved Oxygen (DO %)
12-02-2012 00:00,97.92083,unverified data,PrecVal,
13-02-2012 00:00,98.78542,unverified data,PrecVal,
14-02-2012 00:00,100.61875,unverified data,PrecVal,
15-02-2012 00:00,101.45208,unverified data,PrecVal,
16-02-2012 00:00,100.62292,unverified data,PrecVal,
17-02-2012 00:00,100.9125,unverified data,PrecVal,
18-02-2012 00:00,100.68333,unverified data,PrecVal,
19-02-2012 00:00,99.62083,unverified data,PrecVal,
20-02-2012 00:00,99.275,unverified data,PrecVal,
21-02-2012 00:00,99.22083,unverified data,PrecVal,
22-02-2012 00:00,100.13125,unverified data,PrecVal,
23-02-2012 00:00,101.13125,unverified data,PrecVal,
24-02-2012 00:00,99.77292,unverified data,PrecVal,
25-02-2012 00:00,99.9375,unverified data,PrecVal,
26-02-2012 00:00,100.48125,unverified data,PrecVal,
27-02-2012 00:00,100.87708,unverified data,PrecVal,
28-02-2012 00:00,100.00417,unverified data,PrecVal,
29-02-2012 00:00,99.59375,unverified data,PrecVal,
01-03-2012 00:00,98.74792,unverified data,PrecVal,
02-03-2012 00:00,97.73125,unverified data,PrecVal,
03-03-2012 00:00,97.17708,unverified data,PrecVal,
04-03-2012 00:00,97.18333,unverified data,PrecVal,
05-03-2012 00:00,97.85208,unverified data,PrecVal,
06-03-2012 00:00,98.45,unverified data,PrecVal,
07-03-2012 00:00,97.69583,unverified data,PrecVal,
08-03-2012 00:00,97.85417,unverified data,PrecVal,
09-03-2012 00:00,98.03958,unverified data,PrecVal,
10-03-2012 00:00,98.86667,unverified data,PrecVal,
11-03-2012 00:00,98.7875,unverified data,PrecVal,
12-03-2012 00:00,99.40833,unverified data,PrecVal,
13-03-2012 00:00,99.875,unverified data,PrecVal,
14-03-2012 00:00,100.38125,unverified data,PrecVal,
15-03-2012 00:00,101.22083,unverified data,PrecVal,
16-03-2012 00:00,100.60417,unverified data,PrecVal,
17-03-2012 00:00,99.49167,unverified data,PrecVal,
18-03-2012 00:00,98.89792,unverified data,PrecVal,
19-03-2012 00:00,99.9125,unverified data,PrecVal,
20-03-2012 00:00,100.43021,unverified data,PrecVal,
21-03-2012 00:00,99.27188,unverified data,PrecVal,
22-03-2012 00:00,97.62083,unverified data,PrecVal,
23-03-2012 00:00,97.2,unverified data,PrecVal,
24-03-2012 00:00,97.44167,unverified data,PrecVal,
25-03-2012 00:00,96.04583,unverified data,PrecVal,
26-03-2012 00:00,97.34583,unverified data,PrecVal,
27-03-2012 00:00,98.24792,unverified data,PrecVal,
28-03-2012 00:00,98.79167,unverified data,PrecVal,
29-03-2012 00:00,100.02292,unverified data,PrecVal,
30-03-2012 00:00,100.7,unverified data,PrecVal,
31-03-2012 00:00,100.45625,unverified data,PrecVal,
01-04-2012 00:00,99.18125,unverified data,PrecVal,
02-04-2012 00:00,100.1625,unverified data,PrecVal,
03-04-2012 00:00,99.825,unverified data,PrecVal,
04-04-2012 00:00,99.46875,unverified data,PrecVal,
05-04-2012 00:00,100.00208,unverified data,PrecVal,
06-04-2012 00:00,100.15,unverified data,PrecVal,
07-04-2012 00:00,100.37292,unverified data,PrecVal,
08-04-2012 00:00,98.23958,unverified data,PrecVal,
09-04-2012 00:00,97.55833,unverified data,PrecVal,
10-04-2012 00:00,96.85,unverified data,PrecVal,
11-04-2012 00:00,96.2125,unverified data,PrecVal,
12-04-2012 00:00,97.675,unverified data,PrecVal,
13-04-2012 00:00,98.82917,unverified data,PrecVal,
14-04-2012 00:00,99.575,unverified data,PrecVal,
15-04-2012 00:00,99.63958,unverified data,PrecVal,
16-04-2012 00:00,101.25833,unverified data,PrecVal,
17-04-2012 00:00,100.85208,unverified data,PrecVal,
18-04-2012 00:00,99.47083,unverified data,PrecVal,
19-04-2012 00:00,99.77917,unverified data,PrecVal,
20-04-2012 00:00,99.8375,unverified data,PrecVal,
21-04-2012 00:00,100.45208,unverified data,PrecVal,
22-04-2012 00:00,100.60625,unverified data,PrecVal,
23-04-2012 00:00,100.025,unverified data,PrecVal,
24-04-2012 00:00,98.69583,unverified data,PrecVal,
25-04-2012 00:00,97.96042,unverified data,PrecVal,
26-04-2012 00:00,97.4625,unverified data,PrecVal,
27-04-2012 00:00,97.50208,unverified data,PrecVal,
28-04-2012 00:00,97.74375,unverified data,PrecVal,
29-04-2012 00:00,98.24375,unverified data,PrecVal,
30-04-2012 00:00,97.73542,unverified data,PrecVal,
01-05-2012 00:00,97.45625,unverified data,PrecVal,
02-05-2012 00:00,98.11458,unverified data,PrecVal,
03-05-2012 00:00,98.18958,unverified data,PrecVal,
04-05-2012 00:00,97.34375,unverified data,PrecVal,
05-05-2012 00:00,96.71458,unverified data,PrecVal,
06-05-2012 00:00,97.31458,unverified data,PrecVal,
07-05-2012 00:00,97.57083,unverified data,PrecVal,
08-05-2012 00:00,97.92292,unverified data,PrecVal,
09-05-2012 00:00,98.14583,unverified data,PrecVal,
10-05-2012 00:00,98.9625,unverified data,PrecVal,
11-05-2012 00:00,98.98125,unverified data,PrecVal,
12-05-2012 00:00,98.76667,unverified data,PrecVal,
13-05-2012 00:00,96.99375,unverified data,PrecVal,
14-05-2012 00:00,96.38958,unverified data,PrecVal,
15-05-2012 00:00,97.3375,unverified data,PrecVal,
16-05-2012 00:00,98.28958,unverified data,PrecVal,
17-05-2012 00:00,99.0375,unverified data,PrecVal,
18-05-2012 00:00,99.38542,unverified data,PrecVal,
19-05-2012 00:00,99.83958,unverified data,PrecVal,
20-05-2012 00:00,100.23542,unverified data,PrecVal,
21-05-2012 00:00,100.61458,unverified data,PrecVal,
22-05-2012 00:00,101.52292,unverified data,PrecVal,
23-05-2012 00:00,99.63542,unverified data,PrecVal,
24-05-2012 00:00,99.60833,unverified data,PrecVal,
25-05-2012 00:00,98.73333,unverified data,PrecVal,
26-05-2012 00:00,98.44792,unverified data,PrecVal,
27-05-2012 00:00,98.11875,unverified data,PrecVal,
28-05-2012 00:00,98.33542,unverified data,PrecVal,
29-05-2012 00:00,98.72917,unverified data,PrecVal,
30-05-2012 00:00,98.61458,unverified data,PrecVal,
31-05-2012 00:00,99.60208,unverified data,PrecVal,
01-06-2012 00:00,99.55417,unverified data,PrecVal,
02-06-2012 00:00,100.43542,unverified data,PrecVal,
03-06-2012 00:00,100.35833,unverified data,PrecVal,
04-06-2012 00:00,99.78125,unverified data,PrecVal,
05-06-2012 00:00,99.36875,unverified data,PrecVal,
06-06-2012 00:00,98.84375,unverified data,PrecVal,
07-06-2012 00:00,98.61042,unverified data,PrecVal,
08-06-2012 00:00,98.65208,unverified data,PrecVal,
09-06-2012 00:00,99.06875,unverified data,PrecVal,
10-06-2012 00:00,99.525,unverified data,PrecVal,
11-06-2012 00:00,99.85417,unverified data,PrecVal,
12-06-2012 00:00,99.85417,unverified data,PrecVal,
13-06-2012 00:00,100.38958,unverified data,PrecVal,
14-06-2012 00:00,100.08958,unverified data,PrecVal,
15-06-2012 00:00,100.23125,unverified data,PrecVal,
16-06-2012 00:00,100.09792,unverified data,PrecVal,
17-06-2012 00:00,99.81667,unverified data,PrecVal,
18-06-2012 00:00,99.36042,unverified data,PrecVal,
19-06-2012 00:00,99.63542,unverified data,PrecVal,
20-06-2012 00:00,98.90833,unverified data,PrecVal,
21-06-2012 00:00,98.17292,unverified data,PrecVal,
22-06-2012 00:00,97.80625,unverified data,PrecVal,
23-06-2012 00:00,97.54792,unverified data,PrecVal,
24-06-2012 00:00,97.81875,unverified data,PrecVal,
25-06-2012 00:00,98.43333,unverified data,PrecVal,
26-06-2012 00:00,98.50208,unverified data,PrecVal,
27-06-2012 00:00,98.64792,unverified data,PrecVal,
28-06-2012 00:00,98.98333,unverified data,PrecVal,
29-06-2012 00:00,99.33125,unverified data,PrecVal,
30-06-2012 00:00,99.25,unverified data,PrecVal,
01-07-2012 00:00,99.075,unverified data,PrecVal,
02-07-2012 00:00,99.51458,unverified data,PrecVal,
03-07-2012 00:00,99.68125,unverified data,PrecVal,
04-07-2012 00:00,99.43125,unverified data,PrecVal,
05-07-2012 00:00,99.62292,unverified data,PrecVal,
06-07-2012 00:00,99.83125,unverified data,PrecVal,
07-07-2012 00:00,99.75833,unverified data,PrecVal,
08-07-2012 00:00,99.90417,unverified data,PrecVal,
09-07-2012 00:00,99.8125,unverified data,PrecVal,
10-07-2012 00:00,99.96458,unverified data,PrecVal,
11-07-2012 00:00,100.0625,unverified data,PrecVal,
12-07-2012 00:00,100.625,unverified data,PrecVal,
13-07-2012 00:00,100.84792,unverified data,PrecVal,
14-07-2012 00:00,101.14375,unverified data,PrecVal,
15-07-2012 00:00,101.16042,unverified data,PrecVal,
16-07-2012 00:00,101.45417,unverified data,PrecVal,
17-07-2012 00:00,100.53333,unverified data,PrecVal,
18-07-2012 00:00,100.32292,unverified data,PrecVal,
19-07-2012 00:00,99.98542,unverified data,PrecVal,
20-07-2012 00:00,100.1,unverified data,PrecVal,
21-07-2012 00:00,100.41458,unverified data,PrecVal,
22-07-2012 00:00,100.27917,unverified data,PrecVal,
23-07-2012 00:00,100.82917,unverified data,PrecVal,
24-07-2012 00:00,101.42292,unverified data,PrecVal,
25-07-2012 00:00,101.74375,unverified data,PrecVal,
26-07-2012 00:00,100.4875,unverified data,PrecVal,
27-07-2012 00:00,99.85833,unverified data,PrecVal,
28-07-2012 00:00,100.56875,unverified data,PrecVal,
29-07-2012 00:00,100.04583,unverified data,PrecVal,
30-07-2012 00:00,99.11042,unverified data,PrecVal,
31-07-2012 00:00,99.23958,unverified data,PrecVal,
01-08-2012 00:00,99.65625,unverified data,PrecVal,
02-08-2012 00:00,100.00625,unverified data,PrecVal,
03-08-2012 00:00,100.03542,unverified data,PrecVal,
04-08-2012 00:00,100.29792,unverified data,PrecVal,
05-08-2012 00:00,100.15,unverified data,PrecVal,
06-08-2012 00:00,99.72917,unverified data,PrecVal,
07-08-2012 00:00,98,unverified data,PrecVal,
08-08-2012 00:00,98.08125,unverified data,PrecVal,
09-08-2012 00:00,99.4375,unverified data,PrecVal,
10-08-2012 00:00,99.38333,unverified data,PrecVal,
11-08-2012 00:00,98.89792,unverified data,PrecVal,
12-08-2012 00:00,99.81667,unverified data,PrecVal,
13-08-2012 00:00,100.44583,unverified data,PrecVal,
14-08-2012 00:00,100.88125,unverified data,PrecVal,
15-08-2012 00:00,101.05833,unverified data,PrecVal,
16-08-2012 00:00,100.96667,unverified data,PrecVal,
17-08-2012 00:00,100.68125,unverified data,PrecVal,
18-08-2012 00:00,99.89167,unverified data,PrecVal,
19-08-2012 00:00,100.0625,unverified data,PrecVal,
20-08-2012 00:00,100.19167,unverified data,PrecVal,
21-08-2012 00:00,100.41458,unverified data,PrecVal,
22-08-2012 00:00,100.30625,unverified data,PrecVal,
23-08-2012 00:00,100.34792,unverified data,PrecVal,
24-08-2012 00:00,100.24583,unverified data,PrecVal,
25-08-2012 00:00,99.94375,unverified data,PrecVal,
26-08-2012 00:00,99.88958,unverified data,PrecVal,
27-08-2012 00:00,98.54167,unverified data,PrecVal,
28-08-2012 00:00,98.84375,unverified data,PrecVal,
29-08-2012 00:00,100.23542,unverified data,PrecVal,
30-08-2012 00:00,99.4,unverified data,PrecVal,
31-08-2012 00:00,98.81667,unverified data,PrecVal,
01-09-2012 00:00,98.41667,unverified data,PrecVal,
02-09-2012 00:00,98.94167,unverified data,PrecVal,
03-09-2012 00:00,98.95625,unverified data,PrecVal,
04-09-2012 00:00,100.78958,unverified data,PrecVal,
05-09-2012 00:00,101.54167,unverified data,PrecVal,
06-09-2012 00:00,101.25417,unverified data,PrecVal,
07-09-2012 00:00,99.05417,unverified data,PrecVal,
08-09-2012 00:00,98.5,unverified data,PrecVal,
09-09-2012 00:00,97.20417,unverified data,PrecVal,
10-09-2012 00:00,98.37083,unverified data,PrecVal,
11-09-2012 00:00,98.80417,unverified data,PrecVal,
12-09-2012 00:00,99.68542,unverified data,PrecVal,
13-09-2012 00:00,100.20417,unverified data,PrecVal,
14-09-2012 00:00,99.59167,unverified data,PrecVal,
15-09-2012 00:00,99.23333,unverified data,PrecVal,
16-09-2012 00:00,99.78958,unverified data,PrecVal,
17-09-2012 00:00,99.41458,unverified data,PrecVal,
18-09-2012 00:00,99.50625,unverified data,PrecVal,
19-09-2012 00:00,100.31458,unverified data,PrecVal,
20-09-2012 00:00,100.08542,unverified data,PrecVal,
21-09-2012 00:00,99.72917,unverified data,PrecVal,
22-09-2012 00:00,99.45208,unverified data,PrecVal,
23-09-2012 00:00,100.35208,unverified data,PrecVal,
24-09-2012 00:00,99.36458,unverified data,PrecVal,
25-09-2012 00:00,98.74792,unverified data,PrecVal,
26-09-2012 00:00,98.75,unverified data,PrecVal,
27-09-2012 00:00,99.43125,unverified data,PrecVal,
28-09-2012 00:00,100.02292,unverified data,PrecVal,
29-09-2012 00:00,99.52083,unverified data,PrecVal,
30-09-2012 00:00,98.03125,unverified data,PrecVal,
01-10-2012 00:00,97.61458,unverified data,PrecVal,
02-10-2012 00:00,99.06875,unverified data,PrecVal,
03-10-2012 00:00,100.5875,unverified data,PrecVal,
04-10-2012 00:00,101.84167,unverified data,PrecVal,
05-10-2012 00:00,101.78125,unverified data,PrecVal,
06-10-2012 00:00,99.53333,unverified data,PrecVal,
07-10-2012 00:00,98.8875,unverified data,PrecVal,
08-10-2012 00:00,98.59792,unverified data,PrecVal,
09-10-2012 00:00,100.45833,unverified data,PrecVal,
10-10-2012 00:00,100.80208,unverified data,PrecVal,
11-10-2012 00:00,100.01042,unverified data,PrecVal,
12-10-2012 00:00,100.58125,unverified data,PrecVal,
13-10-2012 00:00,99.975,unverified data,PrecVal,
14-10-2012 00:00,101.41875,unverified data,PrecVal,
15-10-2012 00:00,103.46875,unverified data,PrecVal,
16-10-2012 00:00,101.39375,unverified data,PrecVal,
17-10-2012 00:00,101.62708,unverified data,PrecVal,
18-10-2012 00:00,100.31458,unverified data,PrecVal,
19-10-2012 00:00,100.01667,unverified data,PrecVal,
20-10-2012 00:00,100.11458,unverified data,PrecVal,
21-10-2012 00:00,100.08542,unverified data,PrecVal,
22-10-2012 00:00,99.11042,unverified data,PrecVal,
23-10-2012 00:00,100.17708,unverified data,PrecVal,
24-10-2012 00:00,99.78542,unverified data,PrecVal,
25-10-2012 00:00,99.71458,unverified data,PrecVal,
26-10-2012 00:00,99.82917,unverified data,PrecVal,
27-10-2012 00:00,98.8,unverified data,PrecVal,
28-10-2012 00:00,98.50208,unverified data,PrecVal,
29-10-2012 00:00,100.81667,unverified data,PrecVal,
30-10-2012 00:00,102.65,unverified data,PrecVal,
31-10-2012 00:00,102.325,unverified data,PrecVal,
01-11-2012 00:00,101.98125,unverified data,PrecVal,
02-11-2012 00:00,100.21458,unverified data,PrecVal,
03-11-2012 00:00,99.02708,unverified data,PrecVal,
04-11-2012 00:00,99.64375,unverified data,PrecVal,
05-11-2012 00:00,100.32917,unverified data,PrecVal,
06-11-2012 00:00,101.1,unverified data,PrecVal,
07-11-2012 00:00,100.90208,unverified data,PrecVal,
08-11-2012 00:00,101.09167,unverified data,PrecVal,
09-11-2012 00:00,101.02292,unverified data,PrecVal,
10-11-2012 00:00,100.44167,unverified data,PrecVal,
11-11-2012 00:00,99.6625,unverified data,PrecVal,
12-11-2012 00:00,100.25833,unverified data,PrecVal,
13-11-2012 00:00,99.49583,unverified data,PrecVal,
14-11-2012 00:00,99.42292,unverified data,PrecVal,
15-11-2012 00:00,99.66875,unverified data,PrecVal,
16-11-2012 00:00,100.31667,unverified data,PrecVal,
17-11-2012 00:00,99.05833,unverified data,PrecVal,
18-11-2012 00:00,98.82708,unverified data,PrecVal,
19-11-2012 00:00,99.06875,unverified data,PrecVal,
20-11-2012 00:00,99.95625,unverified data,PrecVal,
21-11-2012 00:00,99.7375,unverified data,PrecVal,
22-11-2012 00:00,99.48125,unverified data,PrecVal,
23-11-2012 00:00,98.95,unverified data,PrecVal,
24-11-2012 00:00,100.68333,unverified data,PrecVal,
25-11-2012 00:00,100.15833,unverified data,PrecVal,
26-11-2012 00:00,102.625,unverified data,PrecVal,
27-11-2012 00:00,102.14167,unverified data,PrecVal,
28-11-2012 00:00,102.57917,unverified data,PrecVal,
29-11-2012 00:00,102.52292,unverified data,PrecVal,
30-11-2012 00:00,101.53958,unverified data,PrecVal,
01-12-2012 00:00,102.13125,unverified data,PrecVal,
02-12-2012 00:00,100.87708,unverified data,PrecVal,
03-12-2012 00:00,98.33125,unverified data,PrecVal,
04-12-2012 00:00,98.36667,unverified data,PrecVal,
05-12-2012 00:00,96.76667,unverified data,PrecVal,
06-12-2012 00:00,96.29375,unverified data,PrecVal,
07-12-2012 00:00,98.4,unverified data,PrecVal,
08-12-2012 00:00,99.47083,unverified data,PrecVal,
09-12-2012 00:00,99.725,unverified data,PrecVal,
10-12-2012 00:00,99.64167,unverified data,PrecVal,
11-12-2012 00:00,100.72083,unverified data,PrecVal,
12-12-2012 00:00,99.94257,unverified data,PrecVal,
13-12-2012 00:00,100.85476,unverified data,PrecVal,
14-12-2012 00:00,100.36667,unverified data,PrecVal,
15-12-2012 00:00,99.65658,unverified data,PrecVal,
16-12-2012 00:00,98.925,unverified data,PrecVal,
17-12-2012 00:00,98.45834,unverified data,PrecVal,
18-12-2012 00:00,97.23959,unverified data,PrecVal,
19-12-2012 00:00,96.9125,unverified data,PrecVal,
20-12-2012 00:00,97.50209,unverified data,PrecVal,
21-12-2012 00:00,97.29167,unverified data,PrecVal,
22-12-2012 00:00,98.05417,unverified data,PrecVal,
23-12-2012 00:00,100.0625,unverified data,PrecVal,
24-12-2012 00:00,99.26043,unverified data,PrecVal,
25-12-2012 00:00,99.07917,unverified data,PrecVal,
26-12-2012 00:00,98.65417,unverified data,PrecVal,
27-12-2012 00:00,99.2625,unverified data,PrecVal,
28-12-2012 00:00,99.76459,unverified data,PrecVal,
29-12-2012 00:00,100.13959,unverified data,PrecVal,
30-12-2012 00:00,99.425,unverified data,PrecVal,
31-12-2012 00:00,99.82292,unverified data,PrecVal,
01-01-2013 00:00,99.75417,unverified data,PrecVal,
02-01-2013 00:00,99.03334,unverified data,PrecVal,
03-01-2013 00:00,98.61667,unverified data,PrecVal,
04-01-2013 00:00,99.96042,unverified data,PrecVal,
05-01-2013 00:00,101.28334,unverified data,PrecVal,
06-01-2013 00:00,102.01459,unverified data,PrecVal,
07-01-2013 00:00,103.02917,unverified data,PrecVal,
08-01-2013 00:00,104.30834,unverified data,PrecVal,
09-01-2013 00:00,101.91459,unverified data,PrecVal,
10-01-2013 00:00,96.74375,unverified data,PrecVal,
11-01-2013 00:00,96.73959,unverified data,PrecVal,
12-01-2013 00:00,98.39792,unverified data,PrecVal,
13-01-2013 00:00,100.56459,unverified data,PrecVal,
14-01-2013 00:00,98.93334,unverified data,PrecVal,
15-01-2013 00:00,99.13334,unverified data,PrecVal,
16-01-2013 00:00,100.525,unverified data,PrecVal,
17-01-2013 00:00,100.275,unverified data,PrecVal,
18-01-2013 00:00,100.23542,unverified data,PrecVal,
19-01-2013 00:00,99.6875,unverified data,PrecVal,
20-01-2013 00:00,98.13334,unverified data,PrecVal,
21-01-2013 00:00,99.57084,unverified data,PrecVal,
22-01-2013 00:00,100.84584,unverified data,PrecVal,
23-01-2013 00:00,101.52501,unverified data,PrecVal,
24-01-2013 00:00,100.91251,unverified data,PrecVal,
25-01-2013 00:00,100.75,unverified data,PrecVal,
26-01-2013 00:00,99.36667,unverified data,PrecVal,
27-01-2013 00:00,98.85,unverified data,PrecVal,
28-01-2013 00:00,98.99584,unverified data,PrecVal,
29-01-2013 00:00,100.34375,unverified data,PrecVal,
30-01-2013 00:00,100.7375,unverified data,PrecVal,
31-01-2013 00:00,101.04584,unverified data,PrecVal,
01-02-2013 00:00,100.65209,unverified data,PrecVal,
02-02-2013 00:00,99.08125,unverified data,PrecVal,
03-02-2013 00:00,98.98542,unverified data,PrecVal,
04-02-2013 00:00,100.28751,unverified data,PrecVal,
05-02-2013 00:00,101.21042,unverified data,PrecVal,
06-02-2013 00:00,102.89167,unverified data,PrecVal,
07-02-2013 00:00,103.05834,unverified data,PrecVal,
08-02-2013 00:00,102.28125,unverified data,PrecVal,
09-02-2013 00:00,102.61876,unverified data,PrecVal,
10-02-2013 00:00,101.55834,unverified data,PrecVal,
11-02-2013 00:00,101.08334,unverified data,PrecVal,
12-02-2013 00:00,101.6375,unverified data,PrecVal,
13-02-2013 00:00,102.19792,unverified data,PrecVal,
14-02-2013 00:00,103.79584,unverified data,PrecVal,
15-02-2013 00:00,104.30736,unverified data,PrecVal,
16-02-2013 00:00,104.54167,unverified data,PrecVal,
17-02-2013 00:00,104.56459,unverified data,PrecVal,
18-02-2013 00:00,105.37084,unverified data,PrecVal,
19-02-2013 00:00,103.7375,unverified data,PrecVal,
20-02-2013 00:00,101.12084,unverified data,PrecVal,
21-02-2013 00:00,99.65,unverified data,PrecVal,
22-02-2013 00:00,100.6,unverified data,PrecVal,
23-02-2013 00:00,101.74167,unverified data,PrecVal,
24-02-2013 00:00,103.075,unverified data,PrecVal,
25-02-2013 00:00,100.85209,unverified data,PrecVal,
26-02-2013 00:00,101.85625,unverified data,PrecVal,
27-02-2013 00:00,101.11667,unverified data,PrecVal,
28-02-2013 00:00,99.78751,unverified data,PrecVal,
01-03-2013 00:00,98.66667,unverified data,PrecVal,
02-03-2013 00:00,98.57084,unverified data,PrecVal,
03-03-2013 00:00,100.84584,unverified data,PrecVal,
04-03-2013 00:00,102.82292,unverified data,PrecVal,
05-03-2013 00:00,102.64375,unverified data,PrecVal,
06-03-2013 00:00,102.18334,unverified data,PrecVal,
07-03-2013 00:00,104.87501,unverified data,PrecVal,
08-03-2013 00:00,104.17292,unverified data,PrecVal,
09-03-2013 00:00,104.06042,unverified data,PrecVal,
10-03-2013 00:00,104.2375,unverified data,PrecVal,
11-03-2013 00:00,105.03959,unverified data,PrecVal,
12-03-2013 00:00,101.89584,unverified data,PrecVal,
13-03-2013 00:00,103.02917,unverified data,PrecVal,
14-03-2013 00:00,99.82292,unverified data,PrecVal,
15-03-2013 00:00,97.90625,unverified data,PrecVal,
16-03-2013 00:00,99.28334,unverified data,PrecVal,
17-03-2013 00:00,98.87292,unverified data,PrecVal,
18-03-2013 00:00,97.10625,unverified data,PrecVal,
19-03-2013 00:00,98.24376,unverified data,PrecVal,
20-03-2013 00:00,99.67501,unverified data,PrecVal,
21-03-2013 00:00,101.34375,unverified data,PrecVal,
22-03-2013 00:00,99.38959,unverified data,PrecVal,
23-03-2013 00:00,98.63125,unverified data,PrecVal,
24-03-2013 00:00,99.79375,unverified data,PrecVal,
25-03-2013 00:00,100.36459,unverified data,PrecVal,
26-03-2013 00:00,100.56042,unverified data,PrecVal,
27-03-2013 00:00,101.57084,unverified data,PrecVal,
28-03-2013 00:00,101.26667,unverified data,PrecVal,
29-03-2013 00:00,100.98126,unverified data,PrecVal,
30-03-2013 00:00,99.92917,unverified data,PrecVal,
31-03-2013 00:00,101.05417,unverified data,PrecVal,
01-04-2013 00:00,100.13542,unverified data,PrecVal,
02-04-2013 00:00,99.65417,unverified data,PrecVal,
03-04-2013 00:00,99.79792,unverified data,PrecVal,
04-04-2013 00:00,99.53334,unverified data,PrecVal,
05-04-2013 00:00,100.4625,unverified data,PrecVal,
06-04-2013 00:00,101.21875,unverified data,PrecVal,
07-04-2013 00:00,101.96251,unverified data,PrecVal,
08-04-2013 00:00,103.11251,unverified data,PrecVal,
09-04-2013 00:00,104.67084,unverified data,PrecVal,
10-04-2013 00:00,105.54584,unverified data,PrecVal,
11-04-2013 00:00,106.59584,unverified data,PrecVal,
12-04-2013 00:00,105.45834,unverified data,PrecVal,
13-04-2013 00:00,105.12084,unverified data,PrecVal,
14-04-2013 00:00,102.31667,unverified data,PrecVal,
15-04-2013 00:00,101.20209,unverified data,PrecVal,
16-04-2013 00:00,101.56251,unverified data,PrecVal,
17-04-2013 00:00,102.20417,unverified data,PrecVal,
18-04-2013 00:00,103.24792,unverified data,PrecVal,
19-04-2013 00:00,102.11459,unverified data,PrecVal,
20-04-2013 00:00,99.42292,unverified data,PrecVal,
21-04-2013 00:00,99.20209,unverified data,PrecVal,
22-04-2013 00:00,100.16667,unverified data,PrecVal,
23-04-2013 00:00,100.9625,unverified data,PrecVal,
24-04-2013 00:00,100.88542,unverified data,PrecVal,
25-04-2013 00:00,99.36459,unverified data,PrecVal,
26-04-2013 00:00,100.11875,unverified data,PrecVal,
27-04-2013 00:00,100.70625,unverified data,PrecVal,
28-04-2013 00:00,101.32292,unverified data,PrecVal,
29-04-2013 00:00,99.87084,unverified data,PrecVal,
30-04-2013 00:00,99.40625,unverified data,PrecVal,
01-05-2013 00:00,100.00209,unverified data,PrecVal,
02-05-2013 00:00,100.30834,unverified data,PrecVal,
03-05-2013 00:00,100.15,unverified data,PrecVal,
04-05-2013 00:00,101.04375,unverified data,PrecVal,
05-05-2013 00:00,100.44376,unverified data,PrecVal,
06-05-2013 00:00,100.01667,unverified data,PrecVal,
07-05-2013 00:00,100.75209,unverified data,PrecVal,
08-05-2013 00:00,102.52709,unverified data,PrecVal,
09-05-2013 00:00,101.49375,unverified data,PrecVal,
10-05-2013 00:00,99.8375,unverified data,PrecVal,
11-05-2013 00:00,100.81459,unverified data,PrecVal,
12-05-2013 00:00,101.17709,unverified data,PrecVal,
13-05-2013 00:00,102.49792,unverified data,PrecVal,
14-05-2013 00:00,99.72708,unverified data,PrecVal,
15-05-2013 00:00,98.2375,unverified data,PrecVal,
16-05-2013 00:00,96.59167,unverified data,PrecVal,
17-05-2013 00:00,96.28542,unverified data,PrecVal,
18-05-2013 00:00,96.60417,unverified data,PrecVal,
19-05-2013 00:00,96.81459,unverified data,PrecVal,
20-05-2013 00:00,96.29584,unverified data,PrecVal,
21-05-2013 00:00,96.82709,unverified data,PrecVal,
22-05-2013 00:00,96.33751,unverified data,PrecVal,
23-05-2013 00:00,97.29375,unverified data,PrecVal,
24-05-2013 00:00,97.75834,unverified data,PrecVal,
25-05-2013 00:00,99.18959,unverified data,PrecVal,
26-05-2013 00:00,98.66459,unverified data,PrecVal,
27-05-2013 00:00,98.50417,unverified data,PrecVal,
28-05-2013 00:00,97.95,unverified data,PrecVal,
